station code,year,wqi,ph,do,bod,nitrate,locations,locations_full,water_quality
1023,2006,63.0,7.367,6.033,3.267,0.667,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Average
1023,2007,51.0,7.5,7.4,2.1,1.23,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Good
1023,2008,77.0,7.2,5.9,5.4,2.05,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Average
1023,2009,82.0,7.3,6.0,6.0,2.1,NAN,NAN,Average
1023,2010,115.0,6.7,5.6,10.8,2.0,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Bad
1023,2011,101.0,7.2,5.8,8.5,3.83,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Average
1023,2012,107.0,7.4,5.5,8.8,5.08,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),Bad
1023,2013,111.0,7.2,5.5,9.7,4.0,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Bad
1023,2014,82.0,7.2,5.8,6.0,4.3,GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA),"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",Average
1024,2006,139.0,7.85,5.1,12.0,1.65,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",Bad
1024,2007,105.0,7.8,6.1,8.1,2.9,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",Average
1024,2008,154.0,7.4,5.3,27.0,3.35,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",Bad
1024,2009,148.0,7.4,4.9,14.0,4.4,NAN,NAN,Bad
1024,2010,150.0,6.8,4.9,26.5,4.8,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",Bad
1024,2011,153.0,7.4,5.6,15.3,15.0,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",Bad
1024,2012,153.0,7.4,5.5,25.0,6.8,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),Bad
1024,2013,155.0,7.3,4.7,23.8,4.0,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",Bad
1024,2014,159.0,7.6,4.8,22.0,3.6,GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",Bad
1025,2006,157.0,7.55,5.35,17.0,20.45,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Bad
1025,2007,167.0,8.1,4.9,26.3,18.1,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD, HARYANA",Bad
1025,2008,144.0,6.9,6.7,17.1,19.4,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Bad
1025,2009,97.0,7.1,6.4,8.5,8.1,NAN,NAN,Average
1025,2010,153.0,7.6,6.5,18.0,12.0,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Bad
1025,2011,142.0,6.8,6.1,14.7,0.516,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Bad
1025,2012,157.0,7.9,6.4,21.0,5.9,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD",Bad
1025,2013,127.0,6.9,6.7,13.0,0.0,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Bad
1025,2014,160.0,8.2,6.7,19.8,0.0,GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",Bad
1026,2006,166.0,7.85,4.05,16.0,19.35,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Bad
1026,2007,171.0,8.3,4.5,25.3,15.8,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Bad
1026,2008,145.0,7.0,6.2,22.3,17.7,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,",Bad
1026,2009,137.0,8.1,5.6,11.5,7.1,NAN,NAN,Bad
1026,2010,157.0,7.8,6.1,16.0,14.0,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Bad
1026,2011,142.0,6.8,6.1,14.7,0.516,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Bad
1026,2012,154.0,7.8,6.6,18.0,0.516,GHAGGAR GHNAN2 AT CHANDARPUR,GHAGGAR GHNAN2 AT CHANDARPUR ,Bad
1026,2013,142.0,6.5,6.7,15.0,0.0,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Bad
1026,2014,155.0,7.9,6.7,18.2,0.0,GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",Bad
1092,2003,142.0,185.0,7.5,6.5,0.514,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Bad
1092,2006,77.0,7.277,6.333,5.4,7.187,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Average
1092,2007,77.0,7.2,5.7,5.3,0.75,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Average
1092,2008,85.0,7.8,6.0,5.43,0.3,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Average
1092,2009,102.0,7.7,5.5,7.6,0.72,NAN,NAN,Average
1092,2010,65.0,7.4,7.0,4.0,2.16,KALU AT ATALE VILLAGE,KALU AT ATALE VILLAGE,Average
1092,2011,87.0,7.4,5.7,6.3,1.47,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Average
1092,2012,104.0,7.2,4.8,8.4,2.08,KALU AT ATALE VILLAGE,KALU AT ATALE VILLAGE,Average
1092,2013,70.0,7.4,6.4,4.3,2.89,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Average
1092,2014,118.0,7.3,5.1,10.3,1.8,KALU AT ATALE VILLAGE,"KALU AT ATALE VILLAGE, MAHARASHTRA",Bad
1093,2003,135.0,280.0,7.7,5.7,0.994,ULHAS AT U/S OF NRC BUND AT MOHANE,"ULHAS AT U/S OF NRC BUND AT MOHANE,MAHARASHTRA",Bad
1093,2006,64.0,7.229,6.543,4.014,0.307,ULHAS AT U/S OF NRC BUND AT MOHANE,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",Average
1093,2007,66.0,7.3,6.4,4.0,0.24,ULHAS AT U/S OF NRC BUND AT MOHANE,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",Average
1093,2008,68.0,7.6,6.3,3.67,0.37,ULHAS AT U/S OF NRC BUND AT MOHANE,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",Average
1093,2009,67.0,7.6,6.9,3.8,0.26,NAN,NAN,Average
1093,2010,69.0,7.7,6.4,3.6,0.77,ULHAS AT U/S OF NRC BUND AT MOHANE,ULHAS AT U/S OF NRC BUND AT MOHANE,Average
1093,2011,67.0,7.8,6.8,3.4,0.5,ULHAS AT U/S OF NRC BUND AT MOHANE,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",Average
1093,2012,64.0,7.6,6.4,3.2,0.96,ULHAS AT U/S OF NRC BUND AT MOHANE,ULHAS AT U/S OF NRC BUND AT MOHANE,Average
1093,2014,85.0,7.7,5.9,5.5,0.6,ULHAS AT U/S OF NRC BUND AT MOHANE,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",Average
1094,2003,129.0,183.0,7.8,5.0,0.497,ULHAS AT U/S OF BADLAPUR,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",Bad
1094,2006,64.0,7.307,6.7,3.857,0.264,ULHAS AT U/S OF BADLAPUR,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",Average
1094,2007,65.0,7.4,6.7,3.9,0.22,ULHAS AT U/S OF BADLAPUR,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",Average
1094,2008,66.0,7.6,6.4,3.4,0.42,ULHAS AT U/S OF BADLAPUR,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",Average
1094,2009,69.0,7.7,6.9,3.9,0.37,NAN,NAN,Average
1094,2010,65.0,7.7,7.0,3.4,0.42,ULHAS AT U/S OF BADLAPUR,ULHAS AT U/S OF BADLAPUR,Average
1094,2011,66.0,7.8,7.0,3.4,0.44,ULHAS AT U/S OF BADLAPUR,ULHAS AT U/S OF BADLAPUR,Average
1094,2012,63.0,7.7,6.7,3.0,0.89,ULHAS AT U/S OF BADLAPUR,ULHAS AT U/S OF BADLAPUR,Average
1094,2013,64.0,7.6,7.0,3.5,0.6,ULHAS AT U/S OF BADLAPUR,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",Average
1094,2014,75.0,7.6,6.3,4.6,0.6,ULHAS AT U/S OF BADLAPUR,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",Average
1148,2003,117.0,1708.0,8.0,3.5,0.516,AMBIKA AT BILIMORA,"AMBIKA AT BILIMORA, GUJARAT",Bad
1148,2006,86.0,8.173,5.6,4.6,0.46,AMBIKA AT BILIMORA,"AMBIKA AT BILIMORA, GUJARAT",Average
1148,2007,70.0,8.0,6.2,3.1,0.516,AMBIKA AT BILIMORA,"AMBIKA AT BILIMORA, GUJARAT",Average
1148,2008,66.0,8.0,6.8,2.8,0.3,AMBIKA AT BILIMORA,"AMBIKA AT BILIMORA, GUJARAT",Average
1148,2009,73.0,8.1,6.1,3.2,0.3,NAN,NAN,Average
1148,2010,64.0,7.8,6.2,2.7,0.26,AMBIKA AT BILIMORA,"AMBIKA AT BILIMORA, ",Average
1148,2011,71.0,7.7,6.0,3.6,3.12,AMBIKA AT BILIMORA,AMBIKA AT BILIMORA,Average
1148,2013,66.0,8.2,6.8,2.5,0.87,AMBIKA AT BILIMORA,"AMBIKA AT BILIMORA, GUJARAT",Average
1149,2003,123.0,1175.0,7.5,4.0,0.516,KOLAK AT PATALIA BDG.,"KOLAK AT PATALIA BDG., GUJARAT",Bad
1149,2006,67.0,7.695,6.085,3.2,0.153,KOLAK AT PATALIA BDG.,"KOLAK AT PATALIA BDG., GUJARAT",Average
1149,2007,124.0,7.6,4.8,10.4,0.1,KOLAK AT PATALIA BDG.,"KOLAK AT PATALIA BDG., GUJARAT",Bad
1149,2008,103.0,7.6,4.5,7.43,0.53,KOLAK AT PATALIA BDG.,"KOLAK AT PATALIA BDG., GUJARAT",Average
1149,2011,92.0,8.2,3.7,4.3,1.66,KOLAK AT PATALIA BDG.,KOLAK AT PATALIA BDG.,Average
1149,2012,102.0,7.6,2.4,6.2,1.31,KOLAK AT PATALIA BDG,KOLAK AT PATALIA BDG,Average
1149,2013,69.0,7.8,5.3,2.8,1.0,KOLAK AT PATALIA BDG.,"KOLAK AT PATALIA BDG., GUJARAT",Average
1150,2003,99.0,368.0,8.0,1.0,0.516,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",Average
1150,2006,54.0,7.945,7.102,1.525,0.11,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",Good
1150,2007,43.0,7.7,7.0,0.4,0.2,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",Good
1150,2008,42.0,7.8,7.2,0.28,0.15,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",Good
1150,2009,39.0,7.4,7.3,0.7,0.3,NAN,NAN,Good
1150,2011,44.0,7.3,7.1,1.4,0.84,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,Good
1150,2012,40.0,7.4,7.2,0.7,0.18,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,Good
1150,2013,45.0,7.9,7.3,0.5,1.0,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",Good
1151,2003,138.0,150.0,7.4,6.0,0.614,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Bad
1151,2006,66.0,7.061,6.371,4.5,0.346,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Average
1151,2007,63.0,7.2,6.6,3.9,0.45,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Average
1151,2008,62.0,7.2,6.8,3.9,0.49,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Average
1151,2009,64.0,7.4,7.0,3.8,0.26,NAN,NAN,Average
1151,2010,64.0,7.4,6.7,3.7,0.4,PATALGANGA AT SHILPHATA,PATALGANGA AT SHILPHATA,Average
1151,2011,61.0,7.5,6.9,3.2,0.55,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Average
1151,2012,60.0,7.5,6.8,3.0,0.6,PATALGANGA AT SHILPHATA,PATALGANGA AT SHILPHATA,Average
1151,2013,64.0,7.7,7.2,3.3,1.0,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Average
1151,2014,87.0,7.4,5.9,6.4,0.4,PATALGANGA AT SHILPHATA,"PATALGANGA AT SHILPHATA, MAHARASHTRA",Average
1152,2003,137.0,139.0,7.4,5.9,0.453,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Bad
1152,2006,70.0,7.44,6.7,4.4,0.65,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Average
1152,2007,67.0,7.3,6.2,4.0,0.5,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Average
1152,2008,70.0,7.6,6.7,4.13,0.28,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Average
1152,2009,76.0,8.1,6.6,3.9,0.26,NAN,NAN,Average
1152,2010,64.0,7.5,6.9,3.6,0.4,KUNDALIKA AT ROHA CITY,KUNDALIKA AT ROHA CITY,Average
1152,2011,68.0,7.7,7.0,3.8,0.4,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Average
1152,2012,61.0,7.6,6.8,3.0,0.54,KUNDALIKA AT ROHA CITY,KUNDALIKA AT ROHA CITY,Average
1152,2013,69.0,7.8,6.7,3.6,1.0,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Average
1152,2014,83.0,7.6,6.4,5.7,0.6,KUNDALIKA AT ROHA CITY,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",Average
1154,2003,104.0,102.0,6.9,1.2,0.335,CHALAKUDY AT PULICKALKANANDAVU,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",Average
1154,2006,42.0,6.65,6.787,1.637,0.4,CHALAKUDY AT PULICKALKANANDAVU,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",Good
1154,2007,45.0,6.6,6.8,2.0,0.5,CHALAKUDY AT PULICKALKANANDAVU,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",Good
1154,2008,40.0,6.3,6.6,1.2,0.93,CHALAKUDY AT PULICKALKANANDAVU,CHALAKUDY AT PULICKALKANANDAVU,Good
1154,2009,40.0,6.6,6.5,1.2,0.37,NAN,NAN,Good
1154,2010,40.0,6.5,6.5,1.1,0.52,CHALAKUDY AT PULICKALKANANDAVU,CHALAKUDY AT PULICKALKANANDAVU,Good
1154,2011,41.0,6.9,6.5,1.3,0.47,CHALAKUDY AT PULICKALKANANDAVU,CHALAKUDY AT PULICKALKANANDAVU,Good
1154,2012,41.0,6.3,6.3,1.2,0.67,CHALAKUDY AT PULICKALKANANDAVU,CHALAKUDY AT PULICKALKANANDAVU,Good
1154,2013,44.0,6.9,5.6,1.2,0.67,CHALAKUDY AT PULICKALKANANDAVU,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",Good
1154,2014,38.0,6.9,6.9,1.1,0.4,CHALAKUDY AT PULICKALKANANDAVU,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",Good
1155,2003,104.0,437.0,6.8,1.1,0.922,KARMANA AT MOONNATHNANMUKKU,"KARMANA AT MOONNATHNANMUKKU, KERALA",Average
1155,2006,91.0,6.775,4.1,6.788,1.373,KARAMANA AT MOONNATTUMUKKU,"KARAMANA AT MOONNATTUMUKKU, KERALA",Average
1155,2007,109.0,6.8,0.8,7.4,1.0,KARAMANA AT MOONNATTUMUKKU,"KARAMANA AT MOONNATTUMUKKU, KERALA",Bad
1155,2008,91.0,6.8,1.8,5.5,1.8,KARAMANA AT MOONNATTUMUKKU,KARAMANA AT MOONNATTUMUKKU,Average
1155,2009,147.0,6.6,0.7,12.5,1.48,NAN,NAN,Bad
1155,2010,159.0,7.0,0.6,14.1,1.49,KARAMANA AT MOONNATTUMUKKU,KARAMANA AT MOONNATTUMUKKU,Bad
1155,2011,144.0,7.1,0.8,11.9,1.87,KARAMANA AT MOONNATTUMUKKU,KARAMANA AT MOONNATTUMUKKU,Bad
1155,2012,168.0,7.1,0.5,21.2,4.41,KARAMANA AT MOONNATTUMUKKU,KARAMANA AT MOONNATTUMUKKU,Bad
1155,2013,146.0,7.2,3.1,13.2,4.41,KARAMANA AT MOONNATTUMUKKU,"KARAMANA AT MOONNATTUMUKKU, KERALA",Bad
1155,2014,171.0,7.7,1.9,26.9,2.8,KARAMANA AT MOONNATTUMUKKU,"KARAMANA AT MOONNATTUMUKKU, KERALA",Bad
1156,2003,98.0,58.0,7.3,0.6,0.367,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Average
1156,2006,35.0,6.8,6.9,0.733,0.438,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Good
1156,2007,34.0,6.1,7.1,0.6,0.5,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Good
1156,2008,35.0,6.2,6.7,0.6,1.0,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Good
1156,2009,37.0,6.5,6.9,1.0,0.42,NAN,NAN,Good
1156,2010,38.0,6.8,6.6,0.9,0.56,PAMBA AT CHENGANNUR,PAMBA AT CHENGANNUR,Good
1156,2011,34.0,6.6,7.0,0.6,0.75,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Good
1156,2012,42.0,7.0,6.0,1.1,1.04,PAMBA AT CHENGANNUR,PAMBA AT CHENGANNUR,Good
1156,2013,41.0,7.2,6.1,0.7,1.04,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Good
1156,2014,41.0,6.8,5.2,0.6,0.7,PAMBA AT CHENGANNUR,"PAMBA AT CHENGANNUR, KERALA",Good
1159,2003,104.0,150.0,7.2,1.3,0.142,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Average
1159,2006,37.0,6.565,7.95,1.5,0.08,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Good
1159,2007,35.0,6.5,7.5,1.0,0.15,TAMBIRAPARANI AT PAPAVINASAM,"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",Good
1159,2008,36.0,6.6,7.6,1.15,0.15,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Good
1159,2009,38.0,6.8,7.4,1.3,0.1,NAN,NAN,Good
1159,2010,40.0,7.0,7.4,1.6,0.05,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,Good
1159,2011,46.0,7.6,7.4,1.2,0.09,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Good
1159,2012,51.0,7.6,7.3,1.9,0.06,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,Good
1159,2013,52.0,6.5,7.2,3.1,0.0,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Good
1159,2014,52.0,6.6,6.8,2.9,0.1,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",Good
1160,2003,105.0,178.0,7.3,1.5,0.138,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",Average
1160,2006,42.0,6.6,5.8,1.0,0.265,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",Good
1160,2007,37.0,6.5,6.8,0.9,0.11,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",Good
1160,2008,44.0,6.6,6.8,1.88,0.2,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",Good
1160,2009,37.0,6.7,7.5,1.3,0.1,NAN,NAN,Good
1160,2010,42.0,6.8,7.2,1.8,0.09,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",Good
1160,2012,56.0,7.7,7.0,2.2,0.08,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",Average
1160,2013,55.0,6.3,6.7,3.3,1.5,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",Good
1160,2014,50.0,6.4,6.6,2.5,0.2,TAMBIRAPARANI AT CHERANMADEVI,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",Good
1161,2003,112.0,214.0,7.1,2.3,0.585,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,    TAMILNADU.",Bad
1161,2006,41.0,6.725,6.975,1.5,0.22,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",Good
1161,2007,44.0,6.5,6.8,1.8,0.15,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",Good
1161,2008,46.0,6.7,6.8,2.14,0.19,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",Good
1161,2009,48.0,6.8,6.9,2.4,0.1,NAN,NAN,Good
1161,2010,50.0,7.0,6.6,2.5,0.33,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",Good
1161,2012,64.0,7.7,6.7,3.1,0.22,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE",Average
1161,2013,62.0,6.5,6.3,4.0,4.0,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",Average
1161,2014,50.0,6.5,6.6,2.5,0.2,TAMBIRAPARANI AT TIRUNELVELI,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",Good
1162,2003,102.0,293.0,7.5,1.2,0.568,TAMBIRAPARANI AT MURAPPANADU,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",Average
1162,2006,48.0,7.19,5.35,1.325,0.263,TAMBIRAPARANI AT MURAPPANADU,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",Good
1162,2007,43.0,7.2,7.8,1.9,0.15,TAMBIRAPARANI AT MURAPPANADU,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",Good
1162,2008,45.0,7.1,6.9,1.78,0.13,TAMBIRAPARANI AT MURAPPANADU,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",Good
1162,2009,41.0,7.0,7.0,1.5,0.1,NAN,NAN,Good
1162,2010,44.0,7.0,6.9,1.9,0.25,TAMBIRAPARANI AT MURAPPANADU,TAMBIRAPARANI AT MURAPPANADU,Good
1162,2012,47.0,7.2,7.2,2.1,0.14,TAMBIRAPARANI AT MURAPPANADU,TAMBIRAPARANI AT MURAPPANADU,Good
1162,2013,71.0,6.9,6.6,5.4,1.0,TAMBIRAPARANI AT MURAPPANADU,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",Average
